"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
57,"retired","married","secondary","no",3815,"no","no","telephone",20,"nov",90,2,-1,0,"unknown","no","55-64"
53,"blue-collar","married","secondary","no",3815,"no","no","telephone",20,"nov",75,2,149,3,"failure","no","45-54"
34,"admin.","married","secondary","no",3814,"yes","no","cellular",11,"jul",286,2,-1,0,"unknown","no","25-34"
44,"blue-collar","married","secondary","no",3813,"yes","no","unknown",3,"jun",771,1,-1,0,"unknown","no","35-44"
38,"management","single","tertiary","no",3813,"no","no","cellular",7,"aug",117,2,-1,0,"unknown","no","35-44"
49,"housemaid","married","secondary","no",3812,"no","no","unknown",9,"jun",121,2,-1,0,"unknown","no","45-54"
59,"retired","married","secondary","no",3812,"yes","no","telephone",11,"jul",498,2,-1,0,"unknown","no","55-64"
40,"management","married","tertiary","no",3812,"no","no","cellular",6,"aug",58,4,-1,0,"unknown","no","35-44"
44,"management","single","tertiary","no",3812,"no","no","cellular",20,"nov",172,2,-1,0,"unknown","no","35-44"
65,"retired","married","secondary","no",3812,"no","no","cellular",18,"aug",363,1,-1,0,"unknown","no","55-64"
67,"retired","married","tertiary","no",3810,"no","no","cellular",21,"oct",1206,1,-1,0,"unknown","no","65+"
74,"retired","divorced","tertiary","no",3810,"yes","no","cellular",17,"may",492,1,-1,0,"unknown","no","65+"
75,"retired","divorced","tertiary","no",3810,"yes","no","cellular",16,"nov",262,1,183,1,"failure","yes","65+"
32,"management","married","tertiary","no",3809,"yes","no","unknown",27,"may",50,5,-1,0,"unknown","no","25-34"
30,"admin.","single","secondary","no",3809,"yes","no","unknown",3,"jun",159,4,-1,0,"unknown","no","25-34"
33,"technician","single","secondary","no",3806,"yes","no","cellular",8,"may",95,3,-1,0,"unknown","no","25-34"
33,"unemployed","single","tertiary","no",3805,"yes","no","cellular",4,"feb",72,1,-1,0,"unknown","no","25-34"
41,"blue-collar","married","primary","no",3803,"yes","no","cellular",20,"nov",611,3,-1,0,"unknown","no","35-44"
59,"self-employed","married","tertiary","no",3800,"no","yes","cellular",9,"jul",70,1,-1,0,"unknown","no","55-64"
34,"blue-collar","divorced","secondary","no",3798,"yes","no","unknown",23,"may",488,1,-1,0,"unknown","no","25-34"
35,"blue-collar","single","primary","no",3798,"no","no","unknown",6,"jun",19,1,-1,0,"unknown","no","25-34"
52,"housemaid","married","primary","no",3798,"yes","no","cellular",17,"jul",1208,1,-1,0,"unknown","yes","45-54"
54,"management","married","tertiary","no",3797,"no","no","telephone",18,"aug",253,2,-1,0,"unknown","no","45-54"
39,"management","single","tertiary","no",3797,"no","no","cellular",2,"jun",96,2,-1,0,"unknown","no","35-44"
40,"management","single","tertiary","no",3797,"no","no","cellular",14,"dec",263,1,195,2,"failure","no","35-44"
28,"management","single","tertiary","no",3796,"no","no","cellular",8,"jul",315,2,-1,0,"unknown","yes","25-34"
54,"management","married","tertiary","no",3795,"yes","yes","cellular",21,"jul",381,1,-1,0,"unknown","no","45-54"
54,"management","married","tertiary","no",3795,"yes","yes","cellular",17,"nov",227,2,119,1,"failure","no","45-54"
36,"management","married","tertiary","no",3794,"no","no","cellular",4,"aug",230,1,-1,0,"unknown","no","35-44"
29,"admin.","single","secondary","no",3794,"no","no","cellular",30,"apr",249,1,-1,0,"unknown","no","25-34"
37,"management","married","tertiary","no",3794,"no","no","cellular",18,"aug",147,1,379,1,"failure","no","35-44"
27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"apr",279,2,-1,0,"unknown","yes","25-34"
27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"oct",504,1,183,2,"success","yes","25-34"
27,"services","single","secondary","no",3791,"yes","no","unknown",28,"may",231,1,-1,0,"unknown","no","25-34"
44,"technician","married","secondary","no",3790,"yes","no","unknown",13,"may",342,2,-1,0,"unknown","no","35-44"
32,"housemaid","married","primary","no",3786,"no","no","cellular",8,"aug",93,1,-1,0,"unknown","no","25-34"
56,"admin.","married","secondary","no",3784,"no","no","unknown",21,"may",672,6,-1,0,"unknown","no","55-64"
57,"retired","married","secondary","no",3783,"yes","no","unknown",6,"jun",198,3,-1,0,"unknown","no","55-64"
36,"blue-collar","married",NA,"no",3783,"no","no","unknown",9,"jun",113,1,-1,0,"unknown","no","35-44"
54,"blue-collar","married","secondary","no",3782,"yes","no","unknown",30,"may",211,4,-1,0,"unknown","no","45-54"
70,"retired","married","primary","no",3782,"no","no","cellular",16,"mar",618,1,-1,0,"unknown","no","65+"
70,"retired","married","primary","no",3782,"no","no","cellular",22,"sep",704,2,190,1,"failure","no","65+"
42,"entrepreneur","divorced","secondary","no",3780,"yes","no","cellular",19,"nov",104,3,-1,0,"unknown","no","35-44"
43,"entrepreneur","divorced","secondary","no",3780,"yes","no","cellular",9,"jun",67,2,202,3,"failure","no","35-44"
49,"blue-collar","married","secondary","no",3779,"yes","no","cellular",12,"aug",178,9,-1,0,"unknown","no","45-54"
59,"management","married","tertiary","no",3779,"no","no","cellular",18,"aug",93,3,-1,0,"unknown","no","55-64"
30,"management","single","tertiary","no",3779,"no","no","cellular",13,"apr",1093,1,-1,0,"unknown","yes","25-34"
48,"services","single","secondary","no",3778,"yes","no","unknown",3,"jun",46,6,-1,0,"unknown","no","45-54"
34,"blue-collar","married","secondary","no",3778,"yes","no","telephone",13,"may",259,3,-1,0,"unknown","no","25-34"
54,"management","divorced","tertiary","no",3777,"no","no","cellular",25,"aug",56,2,-1,0,"unknown","no","45-54"
37,"unemployed","single","primary","no",3777,"no","no","cellular",5,"feb",206,3,-1,0,"unknown","no","35-44"
57,"services","single","primary","no",3777,"yes","no","telephone",13,"may",65,2,-1,0,"unknown","no","55-64"
42,"technician","married","tertiary","no",3777,"yes","no","cellular",4,"feb",139,4,-1,0,"unknown","no","35-44"
27,"admin.","single","secondary","no",3776,"yes","no","unknown",19,"may",217,2,-1,0,"unknown","no","25-34"
48,"blue-collar","married","secondary","no",3776,"no","no","telephone",4,"may",254,4,-1,0,"unknown","no","45-54"
32,"technician","married","primary","no",3774,"yes","no","cellular",20,"nov",591,3,-1,0,"unknown","no","25-34"
34,"blue-collar","single","secondary","no",3773,"yes","no","unknown",21,"may",287,1,-1,0,"unknown","no","25-34"
30,"management","single","tertiary","no",3773,"yes","no","unknown",27,"may",99,1,-1,0,"unknown","no","25-34"
33,"technician","single","tertiary","no",3773,"no","no","cellular",26,"aug",124,4,-1,0,"unknown","no","25-34"
30,"management","single","tertiary","no",3773,"yes","no","cellular",9,"feb",75,4,258,1,"failure","no","25-34"
74,"retired","married","secondary","no",3771,"no","no","telephone",16,"apr",159,1,-1,0,"unknown","no","65+"
75,"retired","married","secondary","no",3771,"no","no","telephone",16,"oct",186,1,183,1,"failure","yes","65+"
75,"retired","married","secondary","no",3771,"no","no","telephone",15,"apr",185,1,181,2,"success","yes","65+"
36,"management","married","tertiary","no",3770,"yes","no","cellular",31,"jul",150,4,-1,0,"unknown","no","35-44"
37,"management","married","tertiary","no",3770,"yes","no","cellular",18,"nov",106,1,110,4,"failure","no","35-44"
33,"management","single","tertiary","no",3770,"no","no","cellular",28,"jan",757,2,-1,0,"unknown","no","25-34"
41,"management","married","tertiary","no",3769,"yes","no","cellular",26,"may",94,1,-1,0,"unknown","no","35-44"
58,"management","married","tertiary","no",3768,"yes","no","unknown",18,"jun",316,1,-1,0,"unknown","no","55-64"
49,"blue-collar","married","primary","no",3767,"yes","no","unknown",23,"may",493,13,-1,0,"unknown","no","45-54"
57,"housemaid","divorced","tertiary","no",3767,"no","no","cellular",2,"feb",19,6,-1,0,"unknown","no","55-64"
48,"management","married","tertiary","no",3766,"no","no","cellular",6,"aug",206,2,-1,0,"unknown","no","45-54"
43,"entrepreneur","married","secondary","no",3766,"no","no","cellular",18,"nov",84,4,-1,0,"unknown","no","35-44"
53,"admin.","married","secondary","no",3765,"no","no","unknown",20,"jun",1094,3,-1,0,"unknown","yes","45-54"
40,"blue-collar","married","secondary","no",3765,"yes","no","cellular",20,"nov",87,2,-1,0,"unknown","no","35-44"
37,"blue-collar","single","secondary","no",3764,"no","no","unknown",16,"jun",431,1,-1,0,"unknown","no","35-44"
50,"blue-collar","married","primary","no",3764,"no","no","telephone",2,"jun",108,4,-1,0,"unknown","no","45-54"
50,"blue-collar","married","primary","no",3764,"no","no","telephone",9,"sep",214,2,99,4,"failure","yes","45-54"
51,"blue-collar","married","primary","no",3764,"no","no","telephone",9,"mar",450,3,181,6,"success","yes","45-54"
36,"technician","married","secondary","no",3763,"yes","no","unknown",20,"may",83,1,-1,0,"unknown","no","35-44"
44,"management","married","tertiary","no",3762,"no","no","cellular",28,"aug",125,12,-1,0,"unknown","no","35-44"
28,"self-employed","single","secondary","no",3761,"no","yes","cellular",23,"jul",623,3,-1,0,"unknown","no","25-34"
56,"blue-collar","married","secondary","no",3760,"no","no","unknown",18,"jun",243,3,-1,0,"unknown","no","55-64"
39,"management","married","primary","no",3760,"no","yes","cellular",17,"jul",262,1,-1,0,"unknown","no","35-44"
57,"housemaid","married","tertiary","no",3760,"no","no","cellular",17,"nov",1070,1,-1,0,"unknown","no","55-64"
37,"self-employed","single","tertiary","no",3759,"no","no","unknown",26,"jun",650,2,-1,0,"unknown","no","35-44"
32,"services","married","secondary","no",3756,"yes","no","unknown",4,"jun",85,3,-1,0,"unknown","no","25-34"
48,"admin.","married",NA,"no",3756,"no","no","cellular",14,"aug",65,10,-1,0,"unknown","no","45-54"
48,"admin.","married","secondary","no",3754,"yes","no","unknown",6,"may",249,3,-1,0,"unknown","no","45-54"
52,"management","married","tertiary","no",3754,"no","no","cellular",18,"jul",127,2,-1,0,"unknown","no","45-54"
51,"blue-collar","married","primary","no",3754,"no","yes","cellular",13,"aug",202,3,-1,0,"unknown","no","45-54"
57,"unemployed","married","secondary","no",3754,"no","no","cellular",5,"feb",1063,2,-1,0,"unknown","yes","55-64"
53,"management","married","tertiary","no",3754,"no","no","cellular",22,"apr",307,1,278,2,"failure","yes","45-54"
27,"student","single","secondary","no",3754,"no","no","cellular",15,"mar",106,3,98,1,"other","no","25-34"
44,"blue-collar","married","primary","no",3753,"yes","no","unknown",28,"may",122,4,-1,0,"unknown","no","35-44"
48,"blue-collar","married","primary","no",3752,"yes","no","cellular",13,"apr",215,5,-1,0,"unknown","no","45-54"
35,"blue-collar","single","primary","no",3751,"no","no","unknown",16,"jun",193,1,-1,0,"unknown","no","25-34"
35,"management","divorced","tertiary","no",3751,"yes","no","cellular",16,"apr",75,2,-1,0,"unknown","no","25-34"
35,"management","divorced","tertiary","no",3751,"yes","no","cellular",18,"aug",210,2,124,2,"failure","no","25-34"
38,"admin.","divorced","secondary","no",3750,"yes","no","unknown",20,"may",119,1,-1,0,"unknown","no","35-44"
30,"admin.","married","secondary","no",3750,"yes","no","cellular",20,"nov",124,1,-1,0,"unknown","no","25-34"
46,"admin.","divorced","tertiary","no",3749,"yes","no","unknown",13,"may",69,19,-1,0,"unknown","no","45-54"
29,"services","married","secondary","no",3748,"no","no","cellular",28,"may",322,3,-1,0,"unknown","no","25-34"
46,"blue-collar","married","tertiary","no",3745,"no","no","cellular",19,"oct",82,1,-1,0,"unknown","no","45-54"
47,"blue-collar","married","tertiary","no",3745,"no","no","cellular",7,"may",113,1,200,1,"failure","no","45-54"
34,"technician","divorced","primary","no",3744,"yes","no","unknown",21,"may",489,2,-1,0,"unknown","no","25-34"
42,"blue-collar","married","secondary","no",3743,"yes","no","unknown",14,"may",136,1,-1,0,"unknown","no","35-44"
34,"technician","married","tertiary","no",3743,"yes","no","cellular",18,"may",722,4,-1,0,"unknown","yes","25-34"
36,"services","married","secondary","no",3740,"yes","no","cellular",7,"apr",254,1,-1,0,"unknown","no","35-44"
31,"management","married","tertiary","no",3739,"no","no","cellular",11,"aug",117,3,-1,0,"unknown","no","25-34"
61,"retired","married","primary","no",3738,"no","no","telephone",6,"feb",188,1,-1,0,"unknown","no","55-64"
56,"retired","married","secondary","no",3738,"yes","no","cellular",17,"apr",156,1,305,6,"other","yes","55-64"
62,"retired","married","primary","no",3738,"no","no","telephone",10,"aug",151,3,185,1,"failure","no","55-64"
57,"retired","married","secondary","no",3738,"yes","no","cellular",19,"apr",220,1,367,7,"success","no","55-64"
57,"retired","married","secondary","no",3738,"yes","no","cellular",20,"jul",178,2,92,8,"failure","yes","55-64"
63,"retired","married","primary","no",3738,"no","no","telephone",9,"nov",301,1,456,4,"failure","no","55-64"
52,"management","married","tertiary","no",3737,"yes","no","unknown",19,"jun",574,4,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",3737,"no","no","cellular",7,"jul",224,1,-1,0,"unknown","yes","35-44"
40,"blue-collar","married","primary","no",3736,"yes","no","unknown",19,"may",29,3,-1,0,"unknown","no","35-44"
51,"admin.","married","secondary","no",3736,"no","no","cellular",20,"nov",92,1,-1,0,"unknown","no","45-54"
58,"admin.","married","secondary","no",3735,"no","no","cellular",17,"nov",91,2,-1,0,"unknown","no","55-64"
59,"admin.","married","secondary","no",3735,"no","no","cellular",18,"mar",203,4,121,2,"failure","yes","55-64"
59,"admin.","married","secondary","no",3735,"no","no","cellular",17,"jun",243,3,91,6,"success","yes","55-64"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"dec",190,1,188,9,"success","yes","55-64"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"mar",248,1,90,10,"success","yes","55-64"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"sep",183,1,184,11,"success","yes","55-64"
27,"student","single","tertiary","no",3733,"yes","no","telephone",13,"feb",299,6,-1,0,"unknown","yes","25-34"
27,"student","single","tertiary","no",3733,"yes","no","cellular",22,"may",198,1,98,6,"success","yes","25-34"
28,"student","single","tertiary","no",3733,"yes","no","cellular",21,"aug",419,5,91,7,"success","no","25-34"
38,"admin.","married","secondary","no",3732,"yes","no","unknown",21,"may",379,2,-1,0,"unknown","no","35-44"
52,"management","married","tertiary","no",3732,"no","no","telephone",18,"aug",212,2,-1,0,"unknown","no","45-54"
39,"admin.","married","secondary","no",3732,"yes","no","cellular",18,"nov",515,1,181,2,"failure","no","35-44"
25,"admin.","single","tertiary","no",3730,"yes","no","cellular",27,"feb",353,1,-1,0,"unknown","yes","<25"
26,"admin.","single","tertiary","no",3730,"yes","no","cellular",11,"mar",93,1,98,4,"other","no","25-34"
31,"technician","single","tertiary","no",3729,"yes","no","unknown",2,"jun",192,8,-1,0,"unknown","no","25-34"
54,"admin.","married","secondary","no",3729,"no","yes","cellular",18,"nov",597,2,116,1,"other","no","45-54"
31,"technician","single","tertiary","no",3729,"yes","no","cellular",5,"feb",176,2,8,10,"other","no","25-34"
37,"technician","married","secondary","no",3728,"no","no","unknown",20,"jun",55,4,-1,0,"unknown","no","35-44"
49,"blue-collar","married","secondary","no",3728,"yes","no","cellular",11,"jul",1060,2,-1,0,"unknown","yes","45-54"
47,"housemaid","single","tertiary","no",3727,"no","no","unknown",12,"jun",993,6,-1,0,"unknown","yes","45-54"
45,"blue-collar","single","secondary","no",3727,"no","no","cellular",6,"oct",572,1,-1,0,"unknown","no","35-44"
48,"services","married","secondary","no",3726,"yes","no","cellular",29,"jul",369,2,-1,0,"unknown","no","45-54"
49,"technician","married","tertiary","no",3726,"no","no","cellular",5,"aug",875,2,-1,0,"unknown","yes","45-54"
51,"blue-collar","married","primary","no",3726,"no","yes","cellular",27,"aug",119,12,-1,0,"unknown","no","45-54"
38,"management","married","tertiary","no",3724,"yes","no","cellular",27,"aug",23,10,-1,0,"unknown","no","35-44"
34,"blue-collar","single","secondary","no",3723,"yes","no","unknown",27,"may",47,5,-1,0,"unknown","no","25-34"
43,"technician","married","secondary","no",3723,"yes","no","cellular",11,"aug",134,4,-1,0,"unknown","no","35-44"
47,"unemployed","married","primary","no",3723,"no","no","cellular",21,"nov",108,1,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",3723,"no","no","cellular",22,"may",354,1,-1,0,"unknown","yes","35-44"
41,"blue-collar","married","primary","no",3722,"yes","no","unknown",19,"may",590,2,-1,0,"unknown","no","35-44"
54,"unemployed","divorced","secondary","no",3721,"yes","no","cellular",30,"jul",163,1,-1,0,"unknown","no","45-54"
52,"self-employed","married","secondary","no",3720,"no","no","cellular",20,"nov",114,2,-1,0,"unknown","no","45-54"
37,"technician","married","secondary","no",3720,"yes","no","cellular",28,"jan",561,1,-1,0,"unknown","no","35-44"
42,"management","married","tertiary","no",3718,"yes","no","cellular",6,"aug",50,2,-1,0,"unknown","no","35-44"
42,"management","married","tertiary","no",3718,"yes","no","cellular",5,"may",42,1,272,2,"failure","no","35-44"
42,"self-employed","married","primary","no",3717,"no","no","unknown",20,"jun",235,1,-1,0,"unknown","no","35-44"
32,"technician","divorced","secondary","no",3717,"no","yes","cellular",24,"jul",91,1,-1,0,"unknown","no","25-34"
28,"student","single","tertiary","no",3717,"no","no","telephone",30,"oct",177,2,-1,0,"unknown","no","25-34"
37,"services","single","primary","no",3715,"yes","no","unknown",20,"jun",6,17,-1,0,"unknown","no","35-44"
38,"services","single","primary","no",3715,"yes","no","telephone",13,"may",41,2,327,17,"failure","no","35-44"
47,"blue-collar","married","secondary","no",3715,"no","no","cellular",12,"feb",171,2,182,4,"other","yes","45-54"
46,"management","married","secondary","no",3714,"yes","no","unknown",15,"may",86,1,-1,0,"unknown","no","45-54"
59,"blue-collar","married","primary","no",3713,"yes","yes","cellular",4,"aug",170,2,-1,0,"unknown","no","55-64"
48,"management","single","tertiary","no",3713,"yes","yes","cellular",18,"nov",157,2,-1,0,"unknown","no","45-54"
42,"management","married","tertiary","no",3713,"no","no","cellular",19,"nov",709,2,-1,0,"unknown","yes","35-44"
33,"management","married","tertiary","no",3713,"yes","no","cellular",20,"nov",175,1,-1,0,"unknown","no","25-34"
65,"retired","married","primary","no",3713,"no","no","cellular",7,"apr",43,3,-1,0,"unknown","no","55-64"
25,"student","single","secondary","no",3713,"no","no","cellular",24,"may",323,2,353,3,"other","yes","<25"
53,"self-employed","married","tertiary","no",3711,"no","no","cellular",19,"nov",64,1,-1,0,"unknown","no","45-54"
49,"blue-collar","single","primary","no",3710,"yes","no","telephone",20,"nov",107,2,-1,0,"unknown","no","45-54"
56,"retired","married","tertiary","no",3708,"no","no","unknown",16,"jun",210,2,-1,0,"unknown","no","55-64"
27,"technician","single","tertiary","no",3706,"yes","no","unknown",16,"may",897,1,-1,0,"unknown","yes","25-34"
44,"housemaid","married","primary","no",3706,"no","no","unknown",17,"jun",209,3,-1,0,"unknown","no","35-44"
31,"technician","married","secondary","no",3706,"yes","no","cellular",20,"nov",129,1,-1,0,"unknown","no","25-34"
48,"entrepreneur","married","primary","no",3705,"yes","no","unknown",15,"may",151,2,-1,0,"unknown","no","45-54"
39,"blue-collar","married","primary","no",3705,"yes","no","unknown",16,"jun",77,1,-1,0,"unknown","no","35-44"
40,"blue-collar","married","primary","no",3705,"yes","no","cellular",14,"may",23,1,332,1,"failure","no","35-44"
33,"blue-collar","married","primary","no",3704,"yes","no","unknown",6,"jun",447,2,-1,0,"unknown","no","25-34"
26,"management","single","tertiary","no",3704,"no","no","cellular",19,"aug",238,4,-1,0,"unknown","yes","25-34"
52,"admin.","married","secondary","no",3703,"yes","no","cellular",23,"jul",152,1,-1,0,"unknown","no","45-54"
53,"admin.","married","secondary","no",3703,"yes","no","cellular",16,"apr",104,1,267,1,"failure","no","45-54"
50,"admin.","single","secondary","no",3702,"no","no","cellular",16,"oct",109,5,-1,0,"unknown","no","45-54"
31,"technician","single","secondary","no",3701,"no","no","cellular",18,"aug",709,3,-1,0,"unknown","no","25-34"
66,"housemaid","divorced","primary","no",3701,"no","no","telephone",3,"mar",834,1,-1,0,"unknown","yes","65+"
68,"retired","married",NA,"no",3701,"no","no","telephone",8,"jun",149,1,-1,0,"unknown","no","65+"
41,"technician","married","tertiary","no",3700,"no","no","cellular",19,"nov",136,1,-1,0,"unknown","no","35-44"
35,"self-employed","married","tertiary","no",3698,"yes","no","cellular",5,"mar",106,1,-1,0,"unknown","yes","25-34"
32,"management","married","tertiary","no",3696,"no","no","unknown",21,"may",315,3,-1,0,"unknown","no","25-34"
46,"blue-collar","married","secondary","no",3696,"yes","no","unknown",2,"jun",161,2,-1,0,"unknown","no","45-54"
33,"management","married","tertiary","no",3696,"no","no","cellular",19,"nov",305,1,182,3,"failure","no","25-34"
47,"blue-collar","married","secondary","no",3696,"yes","no","cellular",19,"nov",635,3,170,2,"failure","no","45-54"
47,"admin.","single","secondary","no",3696,"no","no","cellular",12,"jan",758,4,-1,0,"unknown","yes","45-54"
34,"management","married","tertiary","no",3696,"no","no","cellular",8,"apr",758,2,160,5,"other","yes","25-34"
47,"admin.","single","secondary","no",3696,"no","no","cellular",12,"jul",250,2,181,4,"success","yes","45-54"
32,"self-employed","divorced","tertiary","no",3695,"yes","no","cellular",15,"may",34,1,353,3,"other","no","25-34"
59,"management","married","primary","no",3694,"yes","no","unknown",5,"jun",21,10,-1,0,"unknown","no","55-64"
28,"management","married","tertiary","no",3694,"no","yes","cellular",8,"jul",70,2,-1,0,"unknown","no","25-34"
56,"management","single","tertiary","no",3694,"no","no","cellular",25,"aug",57,4,-1,0,"unknown","no","55-64"
40,"blue-collar","married","primary","no",3693,"yes","no","unknown",30,"may",57,10,-1,0,"unknown","no","35-44"
56,"retired","married","secondary","no",3690,"yes","yes","unknown",16,"may",178,2,-1,0,"unknown","no","55-64"
47,"technician","married","tertiary","no",3690,"no","no","cellular",7,"aug",228,2,-1,0,"unknown","no","45-54"
50,"housemaid","married","primary","no",3690,"no","no","cellular",9,"feb",13,6,-1,0,"unknown","no","45-54"
44,"entrepreneur","married","tertiary","no",3689,"yes","no","unknown",16,"may",134,3,-1,0,"unknown","no","35-44"
42,"services","married","secondary","no",3689,"yes","no","unknown",3,"jun",363,1,-1,0,"unknown","no","35-44"
45,"entrepreneur","married","tertiary","no",3689,"yes","no","cellular",19,"nov",517,2,187,3,"failure","no","35-44"
43,"services","married","secondary","no",3689,"yes","no","cellular",20,"apr",165,1,321,1,"failure","no","35-44"
45,"entrepreneur","married","tertiary","no",3689,"yes","no","cellular",7,"may",397,1,169,5,"failure","no","35-44"
33,"technician","single","tertiary","no",3689,"no","no","cellular",27,"aug",445,3,-1,0,"unknown","yes","25-34"
48,"blue-collar","single","primary","no",3688,"yes","no","cellular",17,"apr",422,1,-1,0,"unknown","no","45-54"
52,"retired","divorced","tertiary","no",3687,"yes","yes","unknown",16,"jun",741,4,-1,0,"unknown","yes","45-54"
27,"student","single","tertiary","no",3687,"no","no","cellular",8,"apr",335,2,-1,0,"unknown","no","25-34"
62,"self-employed","married","tertiary","no",3685,"no","no","cellular",3,"feb",181,3,-1,0,"unknown","no","55-64"
44,"management","single","secondary","no",3684,"yes","no","cellular",17,"nov",35,3,-1,0,"unknown","no","35-44"
44,"management","single","secondary","no",3684,"yes","no","cellular",15,"may",31,5,179,3,"failure","no","35-44"
47,"management","married","tertiary","no",3681,"no","no","cellular",14,"aug",101,2,-1,0,"unknown","no","45-54"
55,"housemaid","married","primary","no",3680,"no","no","unknown",16,"jun",131,1,-1,0,"unknown","no","45-54"
34,"management","single","tertiary","no",3679,"yes","no","cellular",12,"aug",178,1,-1,0,"unknown","no","25-34"
34,"management","single","tertiary","no",3679,"yes","no","cellular",21,"nov",146,1,101,1,"failure","no","25-34"
49,"blue-collar","married","secondary","no",3677,"yes","no","cellular",23,"jul",276,3,-1,0,"unknown","no","45-54"
31,"services","single","secondary","no",3677,"yes","no","cellular",5,"may",325,2,-1,0,"unknown","no","25-34"
40,"entrepreneur","married","primary","no",3676,"yes","yes","unknown",15,"may",101,1,-1,0,"unknown","no","35-44"
26,"self-employed","single","secondary","no",3676,"no","no","cellular",7,"apr",148,1,-1,0,"unknown","yes","25-34"
47,"admin.","married","secondary","no",3676,"no","no","cellular",15,"jul",415,2,342,1,"other","yes","45-54"
47,"admin.","married","secondary","no",3676,"no","no","cellular",18,"oct",567,1,95,3,"success","yes","45-54"
27,"blue-collar","single","secondary","no",3675,"no","no","unknown",12,"may",101,2,-1,0,"unknown","no","25-34"
50,"unemployed","married","secondary","no",3674,"yes","no","unknown",30,"may",886,3,-1,0,"unknown","yes","45-54"
44,"management","married","tertiary","no",3674,"no","no","cellular",26,"aug",122,3,-1,0,"unknown","no","35-44"
29,"self-employed","single","secondary","no",3672,"yes","yes","unknown",28,"may",1210,1,-1,0,"unknown","no","25-34"
26,"admin.","single","tertiary","no",3672,"yes","no","unknown",29,"may",360,5,-1,0,"unknown","no","25-34"
27,"admin.","single","tertiary","no",3672,"yes","no","cellular",15,"may",157,2,351,5,"failure","no","25-34"
54,"retired","married","secondary","no",3671,"no","no","unknown",11,"jun",67,3,-1,0,"unknown","no","45-54"
36,"self-employed","single","secondary","no",3670,"yes","no","unknown",29,"may",617,2,-1,0,"unknown","no","35-44"
33,"management","married","tertiary","no",3669,"yes","no","cellular",17,"apr",370,1,-1,0,"unknown","no","25-34"
80,"retired","married","tertiary","no",3669,"no","no","cellular",30,"jun",166,1,-1,0,"unknown","no","65+"
36,"management","single","tertiary","no",3669,"no","no","cellular",20,"apr",166,1,376,1,"other","no","35-44"
37,"technician","single","secondary","no",3665,"no","no","cellular",12,"aug",664,3,-1,0,"unknown","yes","35-44"
44,"management","married","tertiary","no",3665,"no","no","cellular",17,"mar",325,1,-1,0,"unknown","no","35-44"
55,"admin.","married","secondary","no",3664,"no","yes","unknown",12,"jun",423,2,-1,0,"unknown","no","45-54"
43,"blue-collar","married","primary","no",3664,"no","no","telephone",29,"jul",274,1,-1,0,"unknown","no","35-44"
39,"technician","married","secondary","no",3663,"no","no","cellular",11,"aug",230,3,-1,0,"unknown","no","35-44"
48,"management","married","secondary","no",3663,"yes","no","cellular",19,"nov",239,1,-1,0,"unknown","no","45-54"
47,"management","married","tertiary","no",3663,"no","no","cellular",30,"mar",364,3,-1,0,"unknown","yes","45-54"
48,"management","married","secondary","no",3663,"yes","no","telephone",7,"may",25,5,169,1,"failure","no","45-54"
47,"management","married","tertiary","no",3663,"no","no","cellular",29,"oct",424,2,213,3,"success","yes","45-54"
32,"blue-collar","single","secondary","no",3662,"no","no","telephone",28,"jan",309,1,-1,0,"unknown","no","25-34"
49,"blue-collar","married","primary","no",3659,"yes","no","unknown",7,"may",160,1,-1,0,"unknown","no","45-54"
31,"blue-collar","married","secondary","no",3659,"no","no","unknown",2,"jun",180,1,-1,0,"unknown","no","25-34"
47,"entrepreneur","married","tertiary","no",3659,"no","no","cellular",14,"jul",364,4,-1,0,"unknown","no","45-54"
40,"blue-collar","married","primary","no",3658,"yes","no","unknown",14,"may",977,1,-1,0,"unknown","no","35-44"
32,"blue-collar","single","secondary","no",3658,"yes","yes","cellular",20,"nov",56,4,-1,0,"unknown","no","25-34"
41,"blue-collar","married","primary","no",3658,"yes","no","cellular",9,"apr",268,1,330,1,"failure","no","35-44"
58,"management","married",NA,"no",3658,"no","no","cellular",4,"may",55,2,-1,0,"unknown","no","55-64"
49,"technician","married","secondary","no",3657,"yes","no","unknown",15,"may",328,4,-1,0,"unknown","no","45-54"
50,"technician","divorced","secondary","no",3656,"no","no","cellular",12,"aug",509,2,-1,0,"unknown","no","45-54"
33,"management","single","tertiary","no",3655,"no","no","cellular",19,"aug",183,20,-1,0,"unknown","no","25-34"
39,"admin.","married","secondary","no",3655,"no","no","cellular",20,"nov",422,1,-1,0,"unknown","no","35-44"
50,"technician","married","secondary","no",3654,"no","no","cellular",29,"oct",215,2,78,2,"other","yes","45-54"
37,"management","married","tertiary","no",3654,"no","no","cellular",26,"feb",262,1,274,2,"other","no","35-44"
30,"blue-collar","married","secondary","no",3653,"yes","yes","unknown",6,"jun",167,4,-1,0,"unknown","no","25-34"
